id,date,user,text,lang,likes,retweets
1059103417161970000;RT @LegaNordMilano: #Salvini, Scesi nei comuni del Cadore, a Rocca Pietore, Santo Stefano, San Pietro. Argini crollati, frane, strade mangiÛ_;not provided;(CO) Italia;1541344910749;Structural Failure;no
1059157558290720000;RT @Noiconsalvini: #Salvini: ÛÏScesi nei comuni del Cadore, a Rocca Pietore, Santo Stefano, San Pietro. Argini crollati, frane, strade mangiÛ_;not provided;Abruzzo, Italia;1541357818978;Structural Failure;no
1059163084546330000;RT @Noiconsalvini: #Salvini: ÛÏScesi nei comuni del Cadore, a Rocca Pietore, Santo Stefano, San Pietro. Argini crollati, frane, strade mangiÛ_;not provided;Padova, Veneto;1541359136638;Structural Failure;no
1003036597741330000;RT @Queen_Of_Roses: Non mi avete fatto niente, canzone contro la paura, terrorismo, guerre, canzone che ha girato il mondo, nata mentre ErmÛ_;not provided;Mottola, Puglia;1527977535350;Terrorism;no
1003036597741330000;RT @Queen_Of_Roses: Non mi avete fatto niente, canzone contro la paura, terrorismo, guerre, canzone che ha girato il mondo, nata mentre ErmÛ_;not provided;Mottola, Puglia;1527977535351;Terrorism;no
1003036597741330000;RT @Queen_Of_Roses: Non mi avete fatto niente, canzone contro la paura, terrorismo, guerre, canzone che ha girato il mondo, nata mentre ErmÛ_;not provided;Mottola, Puglia;1527977535350;Terrorism;no
1003036597741330000;RT @Queen_Of_Roses: Non mi avete fatto niente, canzone contro la paura, terrorismo, guerre, canzone che ha girato il mondo, nata mentre ErmÛ_;not provided;Mottola, Puglia;1527977535351;Terrorism;no
1007567511532040000;RT @PicoPaperopoli: _ÙÒ  #15Giugno;not provided;Potenza, Basilicata, Italia, Europa, Terra, Sistema Solare, Ammasso Locale.;1529057789332;Terrorism;no
1014386735332150000;RT @Giuliafaf97: Abbiamo la corruzione, lomofobia, razzismo, attentati terroristici, chi piÌ_ ne ha piÌ_ ne metta.;not provided;Provincia di Milano, Lombardia, Italia;1530683618990;Terrorism;no
1051124870677970000;@AlessiaMorani I fantocci bruciati, la bomba, le donne stuprate, il terrorismo mediatico, Martina, Renzi, tu? JunkeÛ_ https://t.co/GcxqKCWenz;not provided;orta nova - fg -;1539442672458;Terrorism;no
1024596135871160000;Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;Lecco ( intesa come cittÌÊ ) ;1533117729675;ThunderStorm;no
1024596360237120000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533117783187;ThunderStorm;no
1024597290001030000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533118004845;ThunderStorm;no
1024597833989730000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533118134579;ThunderStorm;no
1024691914300430000;RT @ApprodoSicuro: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533140565067;ThunderStorm;no
1024745614410690000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;Italy;1533153368202;ThunderStorm;no
1024748048939990000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533153948619;ThunderStorm;no
1024758725918240000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533156494170;ThunderStorm;no
1024897374634890000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;Napoli;1533189550600;ThunderStorm;no
1024923561339830000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533195794006;ThunderStorm;no
1024932548764490000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533197936745;ThunderStorm;no
1024963025915260000;RT @BrambillaLuca: Alcune donne sono tempesta, lampi, tuoni, vento forte, ed altre una pioggerella sottile, estiva, che rinfresca.;not provided;unknown;1533205203095;ThunderStorm;no
"1124772844922130000;""Fuori grandine", pioggia battente, lampi, tuoni; dentro forza zero, pensieri," solitudine forzata. #Maggembre"";not provided;Milano", Lombardia;1557001723310;ThunderStorm;no
"1124781316162110000;""RT @AnnaRagosta: Fuori grandine", pioggia battente, lampi, tuoni; dentro forza zero, pensieri," solitudine forzata. #Maggembre"";not provided;Lucca",  Italia;1557003743023;ThunderStorm;no
1005097604601040000;Da lunedi 11 giugno, fino al 30 settembre, la SP/3 Ardeatina sarÌÊ chiusa dal km 14,200 al km 14,400, traffico deviaÛ_ https://t.co/bA6ZUwdQpk;not provided;Roma, Lazio;1528468918466;Transportation system failure;no
1006479729220780000;RT @generalemilillo: MinisteroDifesa: #12giugno Il Ministro Trenta appresa la notizia del grave incidente avvenuto a Carpegna nel quale Ì¬ rÛ_;not provided;Potenza, Basilicata, Italia, Europa, Terra, Sistema Solare, Ammasso Locale.;1528798441798;Transportation system failure;no
1011588352318060000;RT @divanodeipigri: #LallaRomano ci lasciava il #26giugno 2001.;not provided;Potenza, Basilicata, Italia, Europa, Terra, Sistema Solare, Ammasso Locale.;1530016432551;Transportation system failure;no
1101902701078760000;Tononelli, al tempo dei Romani, avrebbe bloccato il  Colosseo, le strade Appia, Aurelia e altre opere. Meno male. Meditate gente, meditate.;not provided;Monza, Lombardia;1551549045766;Transportation system failure;no
